Timestamp,FPS,Processing_Latency_ms,Landmark_Status,Prediction_Confidence,Predicted_Gesture_ID,CPU_Usage_%,Memory_Usage_MB
2025-12-03 09:21:11.156956,0.00,0.00,Not Detected,0.0000,N/A,0.0,4171.1
2025-12-03 09:21:12.161059,0.00,0.00,Not Detected,0.0000,N/A,20.9,4126.5
2025-12-03 09:21:13.162907,0.00,0.00,Not Detected,0.0000,N/A,20.1,3940.7
2025-12-03 09:21:14.170216,0.00,0.00,Not Detected,0.0000,N/A,19.3,3906.9
2025-12-03 09:21:15.187443,0.00,0.00,Not Detected,0.0000,N/A,18.8,3840.1
2025-12-03 09:21:16.193736,0.00,0.00,Not Detected,0.0000,N/A,19.3,3833.8
2025-12-03 09:21:17.201136,0.00,0.00,Not Detected,0.0000,N/A,19.6,3833.5
2025-12-03 09:21:18.211416,0.00,0.00,Not Detected,0.0000,N/A,18.6,3833.4
2025-12-03 09:21:19.212776,0.00,0.00,Not Detected,0.0000,N/A,18.7,3831.7
2025-12-03 09:21:20.221290,0.00,0.00,Not Detected,0.0000,N/A,19.0,3827.9
2025-12-03 09:21:21.222283,0.00,0.00,Not Detected,0.0000,N/A,18.9,3822.8
2025-12-03 09:21:22.228218,0.00,0.00,Not Detected,0.0000,N/A,18.7,3821.5
2025-12-03 09:21:23.235081,0.00,0.00,Not Detected,0.0000,N/A,18.4,3820.8
2025-12-03 09:21:24.238115,0.00,0.00,Not Detected,0.0000,N/A,19.0,3820.9
2025-12-03 09:21:25.256089,0.00,0.00,Not Detected,0.0000,N/A,18.7,3825.0
2025-12-03 09:21:26.263033,0.00,0.00,Not Detected,0.0000,N/A,19.1,3826.4
2025-12-03 09:21:27.268865,0.00,0.00,Not Detected,0.0000,N/A,19.4,3826.0
2025-12-03 09:21:28.275433,0.00,0.00,Not Detected,0.0000,N/A,19.0,3826.5
2025-12-03 09:21:29.280891,0.00,0.00,Not Detected,0.0000,N/A,19.5,3822.0
2025-12-03 09:21:30.288608,0.00,0.00,Not Detected,0.0000,N/A,20.8,3823.7
2025-12-03 09:21:31.295757,0.00,0.00,Not Detected,0.0000,N/A,20.9,3823.7
2025-12-03 09:21:32.303416,0.00,0.00,Not Detected,0.0000,N/A,20.7,3824.1
2025-12-03 09:21:33.310047,0.00,0.00,Not Detected,0.0000,N/A,20.7,3823.8
2025-12-03 09:21:34.316167,0.00,0.00,Not Detected,0.0000,N/A,19.8,3824.2
2025-12-03 09:21:35.330783,0.00,0.00,Not Detected,0.0000,N/A,20.0,3824.5
2025-12-03 09:21:36.343333,0.00,0.00,Not Detected,0.0000,N/A,20.2,3824.4
2025-12-03 09:21:37.352156,0.00,0.00,Not Detected,0.0000,N/A,20.3,3824.4
2025-12-03 09:21:38.363796,0.00,0.00,Not Detected,0.0000,N/A,19.2,3823.4
2025-12-03 09:21:39.370653,0.00,0.00,Not Detected,0.0000,N/A,19.0,3823.1
2025-12-03 09:21:40.375391,0.00,0.00,Not Detected,0.0000,N/A,18.4,3823.5
2025-12-03 09:21:41.382730,0.00,0.00,Not Detected,0.0000,N/A,19.4,3820.8
2025-12-03 09:21:42.388782,0.00,0.00,Not Detected,0.0000,N/A,18.6,3820.5
2025-12-03 09:21:43.395149,0.00,0.00,Not Detected,0.0000,N/A,18.7,3821.0
2025-12-03 09:21:44.401643,0.00,0.00,Not Detected,0.0000,N/A,18.9,3811.5
2025-12-03 09:21:45.407720,0.00,0.00,Not Detected,0.0000,N/A,18.6,3813.8
2025-12-03 09:21:46.415588,0.00,0.00,Not Detected,0.0000,N/A,19.2,3813.5
2025-12-03 09:21:47.422886,0.00,0.00,Not Detected,0.0000,N/A,18.9,3813.2
2025-12-03 09:21:48.423861,0.00,0.00,Not Detected,0.0000,N/A,19.5,3814.6
2025-12-03 09:21:49.429273,0.00,0.00,Not Detected,0.0000,N/A,18.6,3815.1
2025-12-03 09:21:50.435659,0.00,0.00,Not Detected,0.0000,N/A,19.3,3814.9
2025-12-03 09:21:51.445191,0.00,0.00,Not Detected,0.0000,N/A,18.5,3815.2
2025-12-03 09:21:52.450903,0.00,0.00,Not Detected,0.0000,N/A,18.7,3813.0
2025-12-03 09:21:53.457427,0.00,0.00,Not Detected,0.0000,N/A,18.7,3812.2
2025-12-03 09:21:54.469066,0.00,0.00,Not Detected,0.0000,N/A,18.4,3812.1
2025-12-03 09:21:55.479457,0.00,0.00,Not Detected,0.0000,N/A,18.8,3812.9
2025-12-03 09:21:56.486845,0.00,0.00,Not Detected,0.0000,N/A,19.1,3811.3
2025-12-03 09:21:57.490994,0.00,0.00,Not Detected,0.0000,N/A,18.9,3813.0
2025-12-03 09:21:58.497390,0.00,0.00,Not Detected,0.0000,N/A,18.7,3813.3
2025-12-03 09:21:59.503568,0.00,0.00,Not Detected,0.0000,N/A,18.8,3813.4
2025-12-03 09:22:00.511420,0.00,0.00,Not Detected,0.0000,N/A,18.8,3837.5
2025-12-03 09:22:01.520231,0.00,0.00,Not Detected,0.0000,N/A,18.6,3835.6
2025-12-03 09:22:02.531097,0.00,0.00,Not Detected,0.0000,N/A,18.7,3834.8
2025-12-03 09:22:03.537287,0.00,0.00,Not Detected,0.0000,N/A,18.6,3824.8
2025-12-03 09:22:04.544685,0.00,0.00,Not Detected,0.0000,N/A,19.0,3813.3
2025-12-03 09:22:05.554291,0.00,0.00,Not Detected,0.0000,N/A,19.0,3813.3
2025-12-03 09:22:06.564288,0.00,0.00,Not Detected,0.0000,N/A,19.0,3813.5
2025-12-03 09:22:07.569297,0.00,0.00,Not Detected,0.0000,N/A,21.7,3813.8
2025-12-03 09:22:08.572938,0.00,0.00,Not Detected,0.0000,N/A,18.0,3828.3
2025-12-03 09:22:09.579065,0.00,0.00,Not Detected,0.0000,N/A,13.7,3831.9
2025-12-03 09:22:10.588919,0.00,0.00,Not Detected,0.0000,N/A,10.8,3840.1
2025-12-03 09:22:11.601306,0.00,0.00,Not Detected,0.0000,N/A,11.1,3838.4
2025-12-03 09:22:12.603590,0.00,0.00,Not Detected,0.0000,N/A,10.6,3844.1
2025-12-03 09:22:13.608175,0.00,0.00,Not Detected,0.0000,N/A,11.5,3844.5
2025-12-03 09:22:14.617212,0.00,0.00,Not Detected,0.0000,N/A,11.4,3844.4
2025-12-03 09:22:15.626781,0.00,0.00,Not Detected,0.0000,N/A,10.5,3844.4
2025-12-03 09:22:16.631476,0.00,0.00,Not Detected,0.0000,N/A,10.8,3844.2
2025-12-03 09:22:17.635282,0.00,0.00,Not Detected,0.0000,N/A,11.5,3844.1
2025-12-03 09:22:18.643886,0.00,0.00,Not Detected,0.0000,N/A,11.1,3844.6
2025-12-03 09:22:19.644915,0.00,0.00,Not Detected,0.0000,N/A,10.8,3844.8
