Timestamp,FPS,Processing_Latency_ms,Landmark_Status,Prediction_Confidence,Predicted_Gesture_ID,CPU_Usage_%,Memory_Usage_MB
2025-12-08 08:46:28.235208,0.00,0.00,Not Detected,0.0000,N/A,0.0,4096.6
2025-12-08 08:46:29.246406,0.00,0.00,Not Detected,0.0000,N/A,27.6,4036.2
2025-12-08 08:46:30.247814,0.00,0.00,Not Detected,0.0000,N/A,32.2,4005.0
2025-12-08 08:46:31.255338,0.00,0.00,Not Detected,0.0000,N/A,25.3,4007.8
2025-12-08 08:46:32.265495,0.00,0.00,Not Detected,0.0000,N/A,25.4,3928.6
2025-12-08 08:46:33.270922,0.00,0.00,Not Detected,0.0000,N/A,31.1,3938.9
2025-12-08 08:46:34.276826,0.00,0.00,Not Detected,0.0000,N/A,50.8,3842.9
2025-12-08 08:46:35.293045,0.00,0.00,Not Detected,0.0000,N/A,37.3,3850.0
2025-12-08 08:46:36.310825,0.00,0.00,Not Detected,0.0000,N/A,47.2,3852.4
2025-12-08 08:46:37.323748,0.00,0.00,Not Detected,0.0000,N/A,46.7,3852.8
2025-12-08 08:46:38.329243,0.00,0.00,Not Detected,0.0000,N/A,33.5,3848.7
2025-12-08 08:46:39.334921,0.00,0.00,Not Detected,0.0000,N/A,30.7,3919.3
2025-12-08 08:46:40.339893,0.00,0.00,Not Detected,0.0000,N/A,25.4,3896.0
2025-12-08 08:46:41.344841,0.00,0.00,Not Detected,0.0000,N/A,24.3,3902.0
2025-12-08 08:46:42.352493,0.00,0.00,Not Detected,0.0000,N/A,22.7,3893.7
2025-12-08 08:46:43.359315,0.00,0.00,Not Detected,0.0000,N/A,23.5,3892.4
2025-12-08 08:46:44.361680,0.00,0.00,Not Detected,0.0000,N/A,35.3,3917.4
2025-12-08 08:46:45.374802,0.00,0.00,Not Detected,0.0000,N/A,25.1,3962.8
2025-12-08 08:46:46.376397,0.00,0.00,Not Detected,0.0000,N/A,22.5,3935.8
2025-12-08 08:46:47.390876,0.00,0.00,Not Detected,0.0000,N/A,20.7,3928.6
2025-12-08 08:46:48.400308,0.00,0.00,Not Detected,0.0000,N/A,21.3,3924.7
2025-12-08 08:46:49.412380,0.00,0.00,Not Detected,0.0000,N/A,20.6,3923.5
