Timestamp,FPS,Processing_Latency_ms,Landmark_Status,Prediction_Confidence,Predicted_Gesture_ID,CPU_Usage_%,Memory_Usage_MB
2025-12-03 14:21:53.511012,0.00,0.00,Not Detected,0.0000,N/A,0.0,3859.0
2025-12-03 14:21:54.529011,0.00,0.00,Not Detected,0.0000,N/A,22.0,3781.1
2025-12-03 14:21:55.532338,0.00,53.12,Not Detected,0.0000,N/A,20.4,3729.2
2025-12-03 14:21:56.542291,0.00,25.65,Not Detected,0.0000,N/A,17.0,3708.5
2025-12-03 14:21:57.543130,8.18,25.65,Not Detected,0.0000,N/A,22.5,3671.2
2025-12-03 14:21:58.552651,8.18,25.65,Not Detected,0.0000,N/A,20.0,3664.0
2025-12-03 14:21:59.557005,8.18,25.65,Not Detected,0.0000,N/A,21.8,3665.8
2025-12-03 14:22:00.567160,8.18,25.65,Not Detected,0.0000,N/A,23.1,3672.8
2025-12-03 14:22:01.573901,8.18,25.65,Not Detected,0.0000,N/A,21.1,3670.8
2025-12-03 14:22:02.581956,8.18,25.65,Not Detected,0.0000,N/A,21.0,3669.4
2025-12-03 14:22:03.592968,8.18,25.65,Not Detected,0.0000,N/A,20.2,3641.8
2025-12-03 14:22:04.594239,8.18,25.65,Not Detected,0.0000,N/A,19.0,3643.1
2025-12-03 14:22:05.598459,8.18,25.65,Not Detected,0.0000,N/A,19.4,3646.6
2025-12-03 14:22:06.612108,8.18,25.65,Not Detected,0.0000,N/A,20.4,3646.5
2025-12-03 14:22:07.624931,8.18,25.65,Not Detected,0.0000,N/A,21.8,3647.1
2025-12-03 14:22:08.627206,8.18,25.65,Not Detected,0.0000,N/A,16.9,3647.1
2025-12-03 14:22:09.630115,8.18,25.65,Not Detected,0.0000,N/A,11.7,3645.2
2025-12-03 14:22:10.630594,8.18,25.65,Not Detected,0.0000,N/A,11.3,3644.3
2025-12-03 14:22:11.631352,8.18,25.65,Not Detected,0.0000,N/A,11.7,3645.0
2025-12-03 14:22:12.634090,8.18,25.65,Not Detected,0.0000,N/A,11.2,3646.1
2025-12-03 14:22:13.640965,8.18,25.65,Not Detected,0.0000,N/A,13.0,3646.7
2025-12-03 14:22:14.643488,8.18,25.65,Not Detected,0.0000,N/A,12.7,3647.2
2025-12-03 14:22:15.653969,8.18,25.65,Not Detected,0.0000,N/A,11.9,3648.0
2025-12-03 14:22:16.662801,8.18,25.65,Not Detected,0.0000,N/A,10.8,3649.6
2025-12-03 14:22:17.665465,8.18,25.65,Not Detected,0.0000,N/A,11.5,3650.7
2025-12-03 14:22:18.666407,8.18,25.65,Not Detected,0.0000,N/A,11.4,3652.8
2025-12-03 14:22:19.666556,8.18,25.65,Not Detected,0.0000,N/A,11.2,3654.0
2025-12-03 14:22:20.676106,8.18,25.65,Not Detected,0.0000,N/A,11.1,3657.2
2025-12-03 14:22:21.679806,8.18,25.65,Not Detected,0.0000,N/A,12.9,3656.2
2025-12-03 14:22:22.686031,8.18,25.65,Not Detected,0.0000,N/A,14.7,3669.1
2025-12-03 14:22:23.691737,8.18,25.65,Not Detected,0.0000,N/A,11.3,3668.2
2025-12-03 14:22:24.701012,8.18,25.65,Not Detected,0.0000,N/A,11.2,3667.8
2025-12-03 14:22:25.708520,8.18,25.65,Not Detected,0.0000,N/A,11.1,3668.1
2025-12-03 14:22:26.710065,8.18,25.65,Not Detected,0.0000,N/A,11.9,3655.3
2025-12-03 14:22:27.718163,8.18,25.65,Not Detected,0.0000,N/A,14.7,3657.7
2025-12-03 14:22:28.726043,8.18,25.65,Not Detected,0.0000,N/A,13.3,3657.3
2025-12-03 14:22:29.734495,8.18,25.65,Not Detected,0.0000,N/A,11.1,3657.3
2025-12-03 14:22:30.740602,8.18,25.65,Not Detected,0.0000,N/A,11.4,3657.6
2025-12-03 14:22:31.745293,8.18,25.65,Not Detected,0.0000,N/A,12.7,3661.5
2025-12-03 14:22:32.746354,8.18,25.65,Not Detected,0.0000,N/A,12.0,3660.3
2025-12-03 14:22:33.753369,8.18,25.65,Not Detected,0.0000,N/A,13.1,3659.8
2025-12-03 14:22:34.763796,8.18,25.65,Not Detected,0.0000,N/A,10.8,3659.9
2025-12-03 14:22:35.776924,8.18,25.65,Not Detected,0.0000,N/A,10.9,3657.6
2025-12-03 14:22:36.779775,8.18,25.65,Not Detected,0.0000,N/A,12.7,3656.5
2025-12-03 14:22:37.784861,8.18,25.65,Not Detected,0.0000,N/A,10.9,3656.7
2025-12-03 14:22:38.787934,8.18,25.65,Not Detected,0.0000,N/A,12.4,3657.5
2025-12-03 14:22:39.805451,8.18,25.65,Not Detected,0.0000,N/A,14.4,3658.9
2025-12-03 14:22:40.805769,8.18,25.65,Not Detected,0.0000,N/A,20.2,3664.2
