Timestamp,FPS,Processing_Latency_ms,Landmark_Status,Prediction_Confidence,Predicted_Gesture_ID,CPU_Usage_%,Memory_Usage_MB
2025-12-05 09:19:40.583700,0.00,0.00,Not Detected,0.0000,N/A,0.0,4217.8
2025-12-05 09:19:41.584348,0.00,0.00,Not Detected,0.0000,N/A,20.3,4052.3
2025-12-05 09:19:42.593531,0.00,0.00,Not Detected,0.0000,N/A,20.5,3955.7
2025-12-05 09:19:43.603863,0.00,0.00,Not Detected,0.0000,N/A,19.3,3964.1
2025-12-05 09:19:44.617353,0.00,0.00,Not Detected,0.0000,N/A,18.9,3904.6
2025-12-05 09:19:45.631304,0.00,0.00,Not Detected,0.0000,N/A,19.3,3901.2
2025-12-05 09:19:46.647704,0.00,0.00,Not Detected,0.0000,N/A,18.8,3902.9
2025-12-05 09:19:47.652041,0.00,0.00,Not Detected,0.0000,N/A,20.4,3956.3
2025-12-05 09:19:48.660571,0.00,0.00,Not Detected,0.0000,N/A,22.4,3935.0
2025-12-05 09:19:49.672145,0.00,0.00,Not Detected,0.0000,N/A,28.4,3935.6
2025-12-05 09:19:50.674637,0.00,0.00,Not Detected,0.0000,N/A,20.1,3931.4
2025-12-05 09:19:51.682934,0.00,0.00,Not Detected,0.0000,N/A,19.7,3929.5
2025-12-05 09:19:52.700130,0.00,0.00,Not Detected,0.0000,N/A,20.2,3908.7
2025-12-05 09:19:53.700902,0.00,0.00,Not Detected,0.0000,N/A,20.4,3907.8
2025-12-05 09:19:54.702299,0.00,0.00,Not Detected,0.0000,N/A,19.8,3908.6
2025-12-05 09:19:55.705728,0.00,0.00,Not Detected,0.0000,N/A,20.7,3913.3
2025-12-05 09:19:56.709262,0.00,0.00,Not Detected,0.0000,N/A,20.9,3914.7
2025-12-05 09:19:57.715048,0.00,0.00,Not Detected,0.0000,N/A,20.9,3916.2
2025-12-05 09:19:58.724831,0.00,0.00,Not Detected,0.0000,N/A,21.2,3913.0
2025-12-05 09:19:59.729405,0.00,0.00,Not Detected,0.0000,N/A,20.1,3918.9
2025-12-05 09:20:00.738256,0.00,0.00,Not Detected,0.0000,N/A,19.9,3951.7
2025-12-05 09:20:01.739099,0.00,0.00,Not Detected,0.0000,N/A,19.6,3949.3
2025-12-05 09:20:02.746730,0.00,0.00,Not Detected,0.0000,N/A,20.2,3949.6
2025-12-05 09:20:03.754994,0.00,0.00,Not Detected,0.0000,N/A,22.3,3940.0
2025-12-05 09:20:04.759725,0.00,0.00,Not Detected,0.0000,N/A,18.6,3939.2
2025-12-05 09:20:05.760618,0.00,0.00,Not Detected,0.0000,N/A,18.4,3939.6
2025-12-05 09:20:06.770151,0.00,0.00,Not Detected,0.0000,N/A,33.5,3943.6
2025-12-05 09:20:07.772324,0.00,0.00,Not Detected,0.0000,N/A,23.4,3949.5
2025-12-05 09:20:08.773827,0.00,0.00,Not Detected,0.0000,N/A,23.5,3950.0
2025-12-05 09:20:09.775636,0.00,0.00,Not Detected,0.0000,N/A,18.3,3950.0
2025-12-05 09:20:10.780126,0.00,0.00,Not Detected,0.0000,N/A,18.3,3948.6
2025-12-05 09:20:11.789733,0.00,0.00,Not Detected,0.0000,N/A,18.7,3949.7
2025-12-05 09:20:12.790238,0.00,0.00,Not Detected,0.0000,N/A,19.5,3949.8
2025-12-05 09:20:13.794837,0.00,0.00,Not Detected,0.0000,N/A,19.0,3950.2
2025-12-05 09:20:14.799883,0.00,0.00,Not Detected,0.0000,N/A,18.8,3950.5
2025-12-05 09:20:15.805522,0.00,0.00,Not Detected,0.0000,N/A,18.8,3950.8
2025-12-05 09:20:16.815755,0.00,0.00,Not Detected,0.0000,N/A,18.8,3951.2
2025-12-05 09:20:17.816436,0.00,0.00,Not Detected,0.0000,N/A,19.3,3952.1
2025-12-05 09:20:18.818308,0.00,0.00,Not Detected,0.0000,N/A,22.5,3973.9
2025-12-05 09:20:19.836467,0.00,0.00,Not Detected,0.0000,N/A,27.4,3985.2
2025-12-05 09:20:20.845677,0.00,0.00,Not Detected,0.0000,N/A,23.4,3976.4
2025-12-05 09:20:21.850928,0.00,0.00,Not Detected,0.0000,N/A,13.5,3991.3
2025-12-05 09:20:22.861378,0.00,0.00,Not Detected,0.0000,N/A,14.0,3970.1
2025-12-05 09:20:23.864781,0.00,0.00,Not Detected,0.0000,N/A,13.9,3968.1
2025-12-05 09:20:24.870222,0.00,0.00,Not Detected,0.0000,N/A,12.9,3966.0
2025-12-05 09:20:25.871850,0.00,0.00,Not Detected,0.0000,N/A,12.8,3968.4
2025-12-05 09:20:26.873944,0.00,0.00,Not Detected,0.0000,N/A,13.3,3968.7
2025-12-05 09:20:27.883374,0.00,0.00,Not Detected,0.0000,N/A,12.0,3984.7
2025-12-05 09:20:28.884529,0.00,0.00,Not Detected,0.0000,N/A,12.1,3977.5
2025-12-05 09:20:29.888590,0.00,0.00,Not Detected,0.0000,N/A,11.7,3979.8
2025-12-05 09:20:30.894825,0.00,0.00,Not Detected,0.0000,N/A,11.9,3983.5
2025-12-05 09:20:31.902910,0.00,0.00,Not Detected,0.0000,N/A,15.9,4005.6
2025-12-05 09:20:32.913043,0.00,0.00,Not Detected,0.0000,N/A,11.0,4002.0
2025-12-05 09:20:33.917779,0.00,0.00,Not Detected,0.0000,N/A,10.8,4002.6
2025-12-05 09:20:34.921762,0.00,0.00,Not Detected,0.0000,N/A,10.4,4002.3
2025-12-05 09:20:35.932631,0.00,0.00,Not Detected,0.0000,N/A,10.8,4002.2
2025-12-05 09:20:36.938770,0.00,0.00,Not Detected,0.0000,N/A,10.5,4002.6
2025-12-05 09:20:37.946100,0.00,0.00,Not Detected,0.0000,N/A,10.8,4002.5
2025-12-05 09:20:38.950739,0.00,0.00,Not Detected,0.0000,N/A,10.5,4002.6
2025-12-05 09:20:39.959153,0.00,0.00,Not Detected,0.0000,N/A,11.3,4002.7
2025-12-05 09:20:40.969244,0.00,0.00,Not Detected,0.0000,N/A,10.2,4002.8
2025-12-05 09:20:41.977864,0.00,0.00,Not Detected,0.0000,N/A,11.1,4002.8
2025-12-05 09:20:42.985211,0.00,0.00,Not Detected,0.0000,N/A,11.6,4003.0
2025-12-05 09:20:43.993189,0.00,0.00,Not Detected,0.0000,N/A,10.6,4003.2
2025-12-05 09:20:45.003548,0.00,0.00,Not Detected,0.0000,N/A,11.6,4003.3
2025-12-05 09:20:46.014791,0.00,0.00,Not Detected,0.0000,N/A,10.6,4003.4
2025-12-05 09:20:47.022558,0.00,0.00,Not Detected,0.0000,N/A,10.6,4003.3
2025-12-05 09:20:48.025413,0.00,0.00,Not Detected,0.0000,N/A,10.8,4003.4
2025-12-05 09:20:49.033378,0.00,0.00,Not Detected,0.0000,N/A,10.6,4003.5
2025-12-05 09:20:50.041554,0.00,0.00,Not Detected,0.0000,N/A,11.2,4003.8
2025-12-05 09:20:51.049384,0.00,0.00,Not Detected,0.0000,N/A,10.1,4003.9
2025-12-05 09:20:52.064094,0.00,0.00,Not Detected,0.0000,N/A,11.2,4028.2
2025-12-05 09:20:53.065225,0.00,0.00,Not Detected,0.0000,N/A,12.1,4004.9
2025-12-05 09:20:54.072201,0.00,0.00,Not Detected,0.0000,N/A,15.3,4010.2
2025-12-05 09:20:55.075375,0.00,0.00,Not Detected,0.0000,N/A,10.9,4009.0
2025-12-05 09:20:56.077841,0.00,0.00,Not Detected,0.0000,N/A,10.6,4009.4
2025-12-05 09:20:57.089566,0.00,0.00,Not Detected,0.0000,N/A,10.8,4008.9
2025-12-05 09:20:58.092647,0.00,0.00,Not Detected,0.0000,N/A,10.7,4051.1
2025-12-05 09:20:59.095871,0.00,0.00,Not Detected,0.0000,N/A,11.0,4051.1
2025-12-05 09:21:00.100236,0.00,0.00,Not Detected,0.0000,N/A,10.6,4034.2
2025-12-05 09:21:01.106688,0.00,0.00,Not Detected,0.0000,N/A,11.1,4014.6
2025-12-05 09:21:02.111255,0.00,0.00,Not Detected,0.0000,N/A,10.6,4010.3
2025-12-05 09:21:03.113840,0.00,0.00,Not Detected,0.0000,N/A,11.6,3994.0
2025-12-05 09:21:04.119241,0.00,0.00,Not Detected,0.0000,N/A,10.6,3993.5
2025-12-05 09:21:05.129697,0.00,0.00,Not Detected,0.0000,N/A,10.9,3993.7
2025-12-05 09:21:06.139513,0.00,0.00,Not Detected,0.0000,N/A,11.1,3995.0
2025-12-05 09:21:07.142283,0.00,0.00,Not Detected,0.0000,N/A,10.4,3997.0
2025-12-05 09:21:08.152256,0.00,0.00,Not Detected,0.0000,N/A,11.5,3999.6
2025-12-05 09:21:09.160112,0.00,0.00,Not Detected,0.0000,N/A,10.6,3999.8
2025-12-05 09:21:10.170132,0.00,0.00,Not Detected,0.0000,N/A,11.2,3999.7
2025-12-05 09:21:11.176387,0.00,0.00,Not Detected,0.0000,N/A,10.6,3999.9
2025-12-05 09:21:12.182523,0.00,0.00,Not Detected,0.0000,N/A,10.8,3999.2
