Timestamp,FPS,Processing_Latency_ms,Landmark_Status,Prediction_Confidence,Predicted_Gesture_ID,CPU_Usage_%,Memory_Usage_MB
2025-12-10 22:41:34.618864,0.00,0.00,Not Detected,0.0000,N/A,0.0,3234.9
2025-12-10 22:41:35.614870,0.00,0.00,Not Detected,0.0000,N/A,21.9,3042.1
2025-12-10 22:41:36.620513,0.00,0.00,Not Detected,0.0000,N/A,21.2,2982.7
2025-12-10 22:41:37.628246,0.00,0.00,Not Detected,0.0000,N/A,24.0,3072.5
2025-12-10 22:41:38.644080,0.00,0.00,Not Detected,0.0000,N/A,20.0,3067.8
2025-12-10 22:41:39.647415,0.00,0.00,Not Detected,0.0000,N/A,20.2,3146.1
2025-12-10 22:41:40.651795,0.00,88.98,Detected (21 landmarks),0.8817,2,12.5,3116.2
2025-12-10 22:41:41.661815,3.56,37.14,Not Detected,0.0000,N/A,35.0,3101.2
2025-12-10 22:41:42.663078,3.56,70.63,Detected (21 landmarks),1.0000,2,14.4,3073.3
2025-12-10 22:41:43.669301,5.91,65.29,Detected (21 landmarks),0.9999,2,40.9,3021.8
2025-12-10 22:41:44.680272,7.54,0.00,Detected (21 landmarks),0.9998,2,16.6,3034.1
2025-12-10 22:41:45.685019,7.54,73.68,Detected (21 landmarks),0.8833,0,27.2,3022.7
2025-12-10 22:41:46.689890,6.79,71.71,Detected (21 landmarks),0.9465,0,23.4,3028.3
2025-12-10 22:41:47.700585,6.79,0.00,Detected (21 landmarks),0.9897,0,25.6,3007.8
2025-12-10 22:41:48.706407,6.79,69.45,Detected (21 landmarks),0.0000,N/A,37.2,2974.6
2025-12-10 22:41:49.711438,7.55,76.66,Detected (21 landmarks),0.5598,0,24.7,2921.1
2025-12-10 22:41:50.715230,5.94,69.59,Detected (21 landmarks),0.6184,2,13.2,2993.1
2025-12-10 22:41:51.723555,5.94,66.96,Detected (21 landmarks),0.9939,0,16.4,2945.4
2025-12-10 22:41:52.728580,6.15,68.99,Detected (21 landmarks),0.9719,2,13.9,2950.8
2025-12-10 22:41:53.728574,6.15,67.59,Detected (21 landmarks),1.0000,2,28.3,2950.2
2025-12-10 22:41:54.733928,6.59,0.00,Detected (21 landmarks),1.0000,2,37.5,2981.0
2025-12-10 22:41:55.744054,7.57,67.81,Detected (21 landmarks),0.9999,2,25.1,2947.8
2025-12-10 22:41:56.753656,6.79,71.07,Detected (21 landmarks),0.9882,2,26.1,2966.2
2025-12-10 22:41:57.755484,6.79,0.00,Detected (21 landmarks),0.9909,2,27.9,2930.9
2025-12-10 22:41:58.763425,7.55,70.09,Detected (21 landmarks),1.0000,0,31.6,2997.7
2025-12-10 22:41:59.770318,6.80,78.66,Detected (21 landmarks),1.0000,0,27.8,2976.3
2025-12-10 22:42:00.775460,7.26,0.00,Detected (21 landmarks),0.9999,0,17.6,2955.3
2025-12-10 22:42:01.776942,7.26,78.54,Detected (21 landmarks),0.9999,2,14.8,2955.2
2025-12-10 22:42:02.785547,6.56,71.46,Detected (21 landmarks),0.0000,N/A,12.6,2950.1
2025-12-10 22:42:03.788818,7.56,70.60,Detected (21 landmarks),0.5039,0,12.7,2952.8
2025-12-10 22:42:04.799640,7.56,66.62,Detected (21 landmarks),0.0000,N/A,12.7,2956.6
2025-12-10 22:42:05.811495,6.79,73.27,Detected (21 landmarks),0.9729,0,15.9,2930.8
2025-12-10 22:42:06.823695,6.54,70.45,Detected (21 landmarks),0.9856,0,15.0,2940.3
2025-12-10 22:42:07.825127,6.54,68.00,Detected (21 landmarks),0.9285,0,13.5,2970.0
2025-12-10 22:42:08.836429,6.36,73.03,Detected (21 landmarks),0.9872,2,14.3,2992.0
2025-12-10 22:42:09.847733,6.36,71.48,Detected (21 landmarks),1.0000,2,12.5,2948.5
2025-12-10 22:42:10.852068,5.78,72.70,Detected (21 landmarks),1.0000,2,11.7,2944.2
2025-12-10 22:42:11.858796,6.35,60.06,Detected (21 landmarks),0.9998,2,16.6,2999.1
2025-12-10 22:42:12.870227,6.35,78.39,Detected (21 landmarks),0.9578,2,14.8,2940.5
2025-12-10 22:42:13.879417,6.37,0.00,Detected (21 landmarks),0.9984,2,14.1,3018.6
2025-12-10 22:42:14.885455,7.29,71.92,Detected (21 landmarks),0.8884,2,13.6,3003.0
2025-12-10 22:42:15.892251,7.29,63.97,Detected (21 landmarks),0.9126,2,13.7,3066.4
2025-12-10 22:42:16.899949,6.54,71.74,Detected (21 landmarks),0.8542,2,15.5,3079.9
2025-12-10 22:42:17.901961,5.98,0.00,Detected (21 landmarks),0.8492,2,12.6,2983.5
2025-12-10 22:42:18.912354,5.98,68.74,Detected (21 landmarks),0.9996,0,12.6,2995.5
2025-12-10 22:42:19.912929,7.52,67.34,Detected (21 landmarks),0.9998,0,26.3,3164.2
